Event ID,Match ID,Alliance Color,Team 1,Team 2,Team 3,Overall Score,Overall Difference,Auto Score,Auto Difference,Hangar Score,Hangar Difference,Penalty Score,Penalty Difference,Result
2022nhgrs,2022nhgrs_f1m2,blue,frc3467,frc95,frc151,48,-39,18,-16,21,-4,0,-4,Loss
2022nhgrs,2022nhgrs_f1m2,red,frc6328,frc7407,frc1729,87,39,34,16,25,4,4,4,Win
2022nhgrs,2022nhgrs_qf1m1,blue,frc88,frc6763,frc8013,47,-27,14,-4,21,-9,8,8,Loss
2022nhgrs,2022nhgrs_qf1m1,red,frc6328,frc7407,frc1729,74,27,18,4,30,9,0,-8,Win
2022nhgrs,2022nhgrs_qf1m2,blue,frc88,frc6763,frc8013,54,-19,10,-20,21,15,4,0,Loss
2022nhgrs,2022nhgrs_qf1m2,red,frc6328,frc7407,frc1729,73,19,30,20,6,-15,4,0,Win
2022nhgrs,2022nhgrs_qf2m1,blue,frc1768,frc8724,frc2262,72,21,24,8,16,10,0,-4,Win
2022nhgrs,2022nhgrs_qf2m1,red,frc78,frc126,frc1922,51,-21,16,-8,6,-10,4,4,Loss
2022nhgrs,2022nhgrs_qf2m2,blue,frc1768,frc8724,frc2262,72,14,24,4,12,0,4,0,Win
2022nhgrs,2022nhgrs_qf2m2,red,frc78,frc126,frc1922,58,-14,20,-4,12,0,4,0,Loss
2022nhgrs,2022nhgrs_qf3m1,blue,frc1058,frc1277,frc1247,39,-47,14,-4,12,-22,4,4,Loss
2022nhgrs,2022nhgrs_qf3m1,red,frc3467,frc95,frc151,86,47,18,4,34,22,0,-4,Win
2022nhgrs,2022nhgrs_qf3m2,blue,frc1058,frc1277,frc1247,38,-46,8,-14,12,-18,0,0,Loss
2022nhgrs,2022nhgrs_qf3m2,red,frc3467,frc95,frc151,84,46,22,14,30,18,0,0,Win
2022nhgrs,2022nhgrs_qf4m1,blue,frc663,frc467,frc8046,54,-5,12,6,12,-9,4,4,Loss
2022nhgrs,2022nhgrs_qf4m1,red,frc4909,frc131,frc6690,59,5,6,-6,21,9,0,-4,Win
2022nhgrs,2022nhgrs_qf4m2,blue,frc663,frc467,frc8046,44,-50,10,-10,6,-15,8,-16,Loss
2022nhgrs,2022nhgrs_qf4m2,red,frc4909,frc131,frc6690,94,50,20,10,21,15,24,16,Win
2022nhgrs,2022nhgrs_qm1,blue,frc5902,frc151,frc1922,6,-43,4,-6,0,-15,0,0,Loss
2022nhgrs,2022nhgrs_qm1,red,frc7913,frc131,frc467,49,43,10,6,15,15,0,0,Win
2022nhgrs,2022nhgrs_qm10,blue,frc7913,frc8046,frc95,41,32,8,2,15,15,0,0,Win
2022nhgrs,2022nhgrs_qm10,red,frc1277,frc1721,frc5491,9,-32,6,-2,0,-15,0,0,Loss
2022nhgrs,2022nhgrs_qm11,blue,frc78,frc1729,frc1058,33,-30,8,-18,12,-3,0,0,Loss
2022nhgrs,2022nhgrs_qm11,red,frc663,frc6328,frc6763,63,30,26,18,15,3,0,0,Win
2022nhgrs,2022nhgrs_qm12,blue,frc4761,frc4909,frc1307,18,-24,6,0,0,-16,12,12,Loss
2022nhgrs,2022nhgrs_qm12,red,frc8724,frc2262,frc88,42,24,6,0,16,16,0,-12,Win
2022nhgrs,2022nhgrs_qm13,blue,frc1247,frc8708,frc1922,17,1,8,4,0,0,0,-8,Win
2022nhgrs,2022nhgrs_qm13,red,frc1512,frc501,frc5902,16,-1,4,-4,0,0,8,8,Loss
2022nhgrs,2022nhgrs_qm14,blue,frc467,frc95,frc811,51,30,8,0,16,16,4,4,Win
2022nhgrs,2022nhgrs_qm14,red,frc4987,frc3566,frc8046,21,-30,8,0,0,-16,0,-4,Loss
2022nhgrs,2022nhgrs_qm15,blue,frc6762,frc6690,frc1729,8,-44,2,-10,6,-10,0,0,Loss
2022nhgrs,2022nhgrs_qm15,red,frc663,frc1058,frc126,52,44,12,10,16,10,0,0,Win
2022nhgrs,2022nhgrs_qm16,blue,frc4909,frc1768,frc5491,58,-34,16,-4,12,-18,0,0,Loss
2022nhgrs,2022nhgrs_qm16,red,frc3467,frc6328,frc151,92,34,20,4,30,18,0,0,Win
2022nhgrs,2022nhgrs_qm17,blue,frc4761,frc7913,frc501,8,-8,6,2,0,-6,0,0,Loss
2022nhgrs,2022nhgrs_qm17,red,frc1277,frc1307,frc6763,16,8,4,-2,6,6,0,0,Win
2022nhgrs,2022nhgrs_qm18,blue,frc1512,frc8724,frc1922,33,-17,22,10,0,-12,0,0,Loss
2022nhgrs,2022nhgrs_qm18,red,frc1721,frc8013,frc78,50,17,12,-10,12,12,0,0,Win
2022nhgrs,2022nhgrs_qm19,blue,frc1247,frc131,frc7407,78,71,26,20,21,21,0,0,Win
2022nhgrs,2022nhgrs_qm19,red,frc6895,frc8708,frc88,7,-71,6,-20,0,-21,0,0,Loss
2022nhgrs,2022nhgrs_qm2,blue,frc663,frc4987,frc3467,53,-8,4,-10,15,-6,4,4,Loss
2022nhgrs,2022nhgrs_qm2,red,frc95,frc1277,frc126,61,8,14,10,21,6,0,-4,Win
2022nhgrs,2022nhgrs_qm20,blue,frc6690,frc5902,frc663,42,24,8,4,16,4,0,0,Win
2022nhgrs,2022nhgrs_qm20,red,frc2262,frc4925,frc151,18,-24,4,-4,12,-4,0,0,Loss
2022nhgrs,2022nhgrs_qm21,blue,frc126,frc811,frc3566,32,10,14,8,12,6,0,-4,Win
2022nhgrs,2022nhgrs_qm21,red,frc4909,frc7913,frc6328,22,-10,6,-8,6,-6,4,4,Loss
2022nhgrs,2022nhgrs_qm22,blue,frc501,frc6762,frc8046,27,-8,6,-4,12,12,0,-4,Loss
2022nhgrs,2022nhgrs_qm22,red,frc1922,frc4761,frc1768,35,8,10,4,0,-12,4,4,Win
2022nhgrs,2022nhgrs_qm23,blue,frc131,frc1058,frc1307,50,-10,10,-4,15,-6,4,4,Loss
2022nhgrs,2022nhgrs_qm23,red,frc1277,frc3467,frc78,60,10,14,4,21,6,0,-4,Win
2022nhgrs,2022nhgrs_qm24,blue,frc8724,frc7407,frc4987,83,65,32,32,21,6,0,0,Win
2022nhgrs,2022nhgrs_qm24,red,frc1729,frc1247,frc1512,18,-65,0,-32,15,-6,0,0,Loss
2022nhgrs,2022nhgrs_qm25,blue,frc4925,frc8013,frc6763,31,-13,10,-4,6,-4,0,0,Loss
2022nhgrs,2022nhgrs_qm25,red,frc95,frc88,frc5491,44,13,14,4,10,4,0,0,Win
2022nhgrs,2022nhgrs_qm26,blue,frc2262,frc6895,frc1721,12,-11,4,-6,6,6,0,0,Loss
2022nhgrs,2022nhgrs_qm26,red,frc8708,frc5902,frc467,23,11,10,6,0,-6,0,0,Win
2022nhgrs,2022nhgrs_qm27,blue,frc6690,frc1922,frc1307,18,-18,6,2,4,0,0,0,Loss
2022nhgrs,2022nhgrs_qm27,red,frc663,frc4909,frc151,36,18,4,-2,4,0,0,0,Win
2022nhgrs,2022nhgrs_qm28,blue,frc131,frc3566,frc1277,57,9,14,-2,21,9,4,4,Win
2022nhgrs,2022nhgrs_qm28,red,frc126,frc8724,frc4761,48,-9,16,2,12,-9,0,-4,Loss
2022nhgrs,2022nhgrs_qm29,blue,frc8013,frc501,frc1729,51,-38,10,-24,6,-10,8,4,Loss
2022nhgrs,2022nhgrs_qm29,red,frc95,frc78,frc6328,89,38,34,24,16,10,4,-4,Win
2022nhgrs,2022nhgrs_qm3,blue,frc1307,frc1768,frc6895,12,-15,6,0,0,-6,0,-8,Loss
2022nhgrs,2022nhgrs_qm3,red,frc8013,frc1058,frc3566,27,15,6,0,6,6,8,8,Win
2022nhgrs,2022nhgrs_qm30,blue,frc1721,frc88,frc7913,29,-10,12,6,0,-15,0,0,Loss
2022nhgrs,2022nhgrs_qm30,red,frc3467,frc1058,frc4925,39,10,6,-6,15,15,0,0,Win
2022nhgrs,2022nhgrs_qm31,blue,frc1512,frc811,frc8708,16,9,6,2,6,6,0,0,Win
2022nhgrs,2022nhgrs_qm31,red,frc5491,frc1247,frc2262,7,-9,4,-2,0,-6,0,0,Loss
2022nhgrs,2022nhgrs_qm32,blue,frc6763,frc6762,frc4987,18,-15,4,-4,6,-6,4,0,Loss
2022nhgrs,2022nhgrs_qm32,red,frc8046,frc6895,frc5902,33,15,8,4,12,6,4,0,Win
2022nhgrs,2022nhgrs_qm33,blue,frc467,frc126,frc4909,60,-22,20,-12,10,-12,0,-4,Loss
2022nhgrs,2022nhgrs_qm33,red,frc7407,frc78,frc1768,82,22,32,12,22,12,4,4,Win
2022nhgrs,2022nhgrs_qm34,blue,frc3566,frc4761,frc6690,13,2,4,2,6,6,0,0,Win
2022nhgrs,2022nhgrs_qm34,red,frc1729,frc1922,frc88,11,-2,2,-2,0,-6,0,0,Loss
2022nhgrs,2022nhgrs_qm35,blue,frc151,frc95,frc1721,41,31,8,2,21,21,4,4,Win
2022nhgrs,2022nhgrs_qm35,red,frc811,frc1307,frc1247,10,-31,6,-2,0,-21,0,-4,Loss
2022nhgrs,2022nhgrs_qm36,blue,frc2262,frc501,frc663,35,7,6,-10,6,0,4,4,Win
2022nhgrs,2022nhgrs_qm36,red,frc1058,frc4987,frc7913,28,-7,16,10,6,0,0,-4,Loss
2022nhgrs,2022nhgrs_qm37,blue,frc1277,frc467,frc1768,50,28,12,4,10,4,4,4,Win
2022nhgrs,2022nhgrs_qm37,red,frc6762,frc8013,frc6895,22,-28,8,-4,6,-4,0,-4,Loss
2022nhgrs,2022nhgrs_qm38,blue,frc5491,frc3467,frc1512,49,18,8,4,21,15,0,0,Win
2022nhgrs,2022nhgrs_qm38,red,frc5902,frc4925,frc8724,31,-18,4,-4,6,-15,0,0,Loss
2022nhgrs,2022nhgrs_qm39,blue,frc8708,frc7407,frc6328,73,46,32,24,15,15,0,0,Win
2022nhgrs,2022nhgrs_qm39,red,frc8046,frc6763,frc131,27,-46,8,-24,0,-15,0,0,Loss
2022nhgrs,2022nhgrs_qm4,blue,frc811,frc6762,frc2262,12,-14,4,2,6,-9,0,0,Loss
2022nhgrs,2022nhgrs_qm4,red,frc501,frc4925,frc7407,26,14,2,-2,15,9,0,0,Win
2022nhgrs,2022nhgrs_qm40,blue,frc3566,frc151,frc1729,19,-19,4,-10,6,0,4,4,Loss
2022nhgrs,2022nhgrs_qm40,red,frc78,frc4987,frc501,38,19,14,10,6,0,0,-4,Win
2022nhgrs,2022nhgrs_qm41,blue,frc88,frc4909,frc1247,78,44,24,16,21,9,0,0,Win
2022nhgrs,2022nhgrs_qm41,red,frc6762,frc467,frc1058,34,-44,8,-16,12,-9,0,0,Loss
2022nhgrs,2022nhgrs_qm42,blue,frc5902,frc1768,frc2262,41,17,12,6,12,6,4,4,Win
2022nhgrs,2022nhgrs_qm42,red,frc1721,frc811,frc8724,24,-17,6,-6,6,-6,0,-4,Loss
2022nhgrs,2022nhgrs_qm43,blue,frc4925,frc6328,frc126,69,27,30,18,6,-10,0,0,Win
2022nhgrs,2022nhgrs_qm43,red,frc1922,frc1277,frc8046,42,-27,12,-18,16,10,0,0,Loss
2022nhgrs,2022nhgrs_qm44,blue,frc6763,frc6895,frc95,56,7,16,6,21,-6,8,8,Win
2022nhgrs,2022nhgrs_qm44,red,frc131,frc6690,frc1512,49,-7,10,-6,27,6,0,-8,Loss
2022nhgrs,2022nhgrs_qm45,blue,frc4761,frc8708,frc3467,24,-18,12,4,0,-12,0,0,Loss
2022nhgrs,2022nhgrs_qm45,red,frc8013,frc7913,frc663,42,18,8,-4,12,12,0,0,Win
2022nhgrs,2022nhgrs_qm46,blue,frc5491,frc7407,frc5902,57,40,20,12,15,15,4,4,Win
2022nhgrs,2022nhgrs_qm46,red,frc501,frc1721,frc1307,17,-40,8,-12,0,-15,0,-4,Loss
2022nhgrs,2022nhgrs_qm47,blue,frc88,frc6328,frc1058,82,44,24,10,16,0,0,0,Win
2022nhgrs,2022nhgrs_qm47,red,frc8724,frc151,frc6762,38,-44,14,-10,16,0,0,0,Loss
2022nhgrs,2022nhgrs_qm48,blue,frc2262,frc1512,frc1277,28,-19,8,-8,10,-2,4,4,Loss
2022nhgrs,2022nhgrs_qm48,red,frc4909,frc6763,frc3566,47,19,16,8,12,2,0,-4,Win
2022nhgrs,2022nhgrs_qm49,blue,frc8046,frc1768,frc6690,45,31,18,12,12,12,0,0,Win
2022nhgrs,2022nhgrs_qm49,red,frc7913,frc1729,frc8708,14,-31,6,-12,0,-12,0,0,Loss
2022nhgrs,2022nhgrs_qm5,blue,frc8724,frc8046,frc1247,42,4,18,6,0,-12,0,0,Win
2022nhgrs,2022nhgrs_qm5,red,frc78,frc5491,frc6690,38,-4,12,-6,12,12,0,0,Loss
2022nhgrs,2022nhgrs_qm50,blue,frc78,frc1922,frc6895,25,-72,8,-10,0,-30,0,0,Loss
2022nhgrs,2022nhgrs_qm50,red,frc7407,frc95,frc3467,97,72,18,10,30,30,0,0,Win
2022nhgrs,2022nhgrs_qm51,blue,frc1247,frc467,frc8013,50,38,14,10,12,6,0,0,Win
2022nhgrs,2022nhgrs_qm51,red,frc811,frc663,frc4761,12,-38,4,-10,6,-6,0,0,Loss
2022nhgrs,2022nhgrs_qm52,blue,frc4987,frc126,frc131,62,59,10,8,21,21,0,0,Win
2022nhgrs,2022nhgrs_qm52,red,frc5491,frc1307,frc4925,3,-59,2,-8,0,-21,0,0,Loss
2022nhgrs,2022nhgrs_qm53,blue,frc6690,frc4909,frc1058,33,17,12,2,10,10,4,4,Win
2022nhgrs,2022nhgrs_qm53,red,frc501,frc3566,frc8708,16,-17,10,-2,0,-10,0,-4,Loss
2022nhgrs,2022nhgrs_qm54,blue,frc7407,frc1729,frc1277,61,14,16,2,19,4,4,0,Win
2022nhgrs,2022nhgrs_qm54,red,frc1768,frc3467,frc7913,47,-14,14,-2,15,-4,4,0,Loss
2022nhgrs,2022nhgrs_qm55,blue,frc88,frc8046,frc1512,36,-7,12,2,12,0,0,0,Loss
2022nhgrs,2022nhgrs_qm55,red,frc467,frc663,frc1922,43,7,10,-2,12,0,0,0,Win
2022nhgrs,2022nhgrs_qm56,blue,frc151,frc126,frc6763,32,7,8,0,0,-6,4,4,Win
2022nhgrs,2022nhgrs_qm56,red,frc5902,frc811,frc8013,25,-7,8,0,6,6,0,-4,Loss
2022nhgrs,2022nhgrs_qm57,blue,frc6328,frc5491,frc6762,62,55,24,20,16,16,0,0,Win
2022nhgrs,2022nhgrs_qm57,red,frc4761,frc1721,frc4987,7,-55,4,-20,0,-16,0,0,Loss
2022nhgrs,2022nhgrs_qm58,blue,frc1307,frc8724,frc78,39,25,16,8,10,10,0,-4,Win
2022nhgrs,2022nhgrs_qm58,red,frc1247,frc6895,frc4925,14,-25,8,-8,0,-10,4,4,Loss
2022nhgrs,2022nhgrs_qm59,blue,frc95,frc1922,frc501,59,-11,18,2,19,-2,0,0,Loss
2022nhgrs,2022nhgrs_qm59,red,frc131,frc2262,frc4909,70,11,16,-2,21,2,0,0,Win
2022nhgrs,2022nhgrs_qm6,blue,frc4909,frc8708,frc1721,24,16,2,-2,6,6,0,-4,Win
2022nhgrs,2022nhgrs_qm6,red,frc1729,frc6763,frc4761,8,-16,4,2,0,-6,4,4,Loss
2022nhgrs,2022nhgrs_qm60,blue,frc1058,frc6763,frc7407,68,24,26,16,15,3,4,4,Win
2022nhgrs,2022nhgrs_qm60,red,frc151,frc467,frc8046,44,-24,10,-16,12,-3,0,-4,Loss
2022nhgrs,2022nhgrs_qm61,blue,frc3566,frc663,frc5491,34,-7,4,-10,0,0,12,12,Loss
2022nhgrs,2022nhgrs_qm61,red,frc126,frc5902,frc88,41,7,14,10,0,0,0,-12,Win
2022nhgrs,2022nhgrs_qm62,blue,frc6895,frc8724,frc3467,74,59,24,12,21,21,0,0,Win
2022nhgrs,2022nhgrs_qm62,red,frc811,frc7913,frc4925,15,-59,12,-12,0,-21,0,0,Loss
2022nhgrs,2022nhgrs_qm63,blue,frc6328,frc4761,frc1277,50,35,16,8,12,6,4,4,Win
2022nhgrs,2022nhgrs_qm63,red,frc1721,frc6690,frc1247,15,-35,8,-8,6,-6,0,-4,Loss
2022nhgrs,2022nhgrs_qm64,blue,frc1307,frc1512,frc95,54,9,16,4,21,15,0,-8,Win
2022nhgrs,2022nhgrs_qm64,red,frc6762,frc78,frc8708,45,-9,12,-4,6,-15,8,8,Loss
2022nhgrs,2022nhgrs_qm65,blue,frc4987,frc2262,frc8013,34,-29,10,2,6,-10,12,4,Loss
2022nhgrs,2022nhgrs_qm65,red,frc1768,frc1729,frc131,63,29,8,-2,16,10,8,-4,Win
2022nhgrs,2022nhgrs_qm66,blue,frc1058,frc5491,frc8724,31,-49,12,-10,0,-10,0,-24,Loss
2022nhgrs,2022nhgrs_qm66,red,frc1922,frc7407,frc811,80,49,22,10,10,10,24,24,Win
2022nhgrs,2022nhgrs_qm67,blue,frc3467,frc1721,frc126,51,14,16,2,6,-6,4,0,Win
2022nhgrs,2022nhgrs_qm67,red,frc467,frc501,frc6690,37,-14,14,-2,12,6,4,0,Loss
2022nhgrs,2022nhgrs_qm68,blue,frc7913,frc78,frc151,47,33,12,8,6,-4,8,8,Win
2022nhgrs,2022nhgrs_qm68,red,frc1512,frc6762,frc4761,14,-33,4,-8,10,4,0,-8,Loss
2022nhgrs,2022nhgrs_qm69,blue,frc8046,frc8013,frc6328,84,49,32,24,21,9,4,0,Win
2022nhgrs,2022nhgrs_qm69,red,frc1307,frc2262,frc3566,35,-49,8,-24,12,-9,4,0,Loss
2022nhgrs,2022nhgrs_qm7,blue,frc3467,frc88,frc467,35,-34,16,-4,15,-6,0,-8,Loss
2022nhgrs,2022nhgrs_qm7,red,frc6328,frc1512,frc6895,69,34,20,4,21,6,8,8,Win
2022nhgrs,2022nhgrs_qm70,blue,frc4987,frc5902,frc1729,5,-59,4,-10,0,0,0,-32,Loss
2022nhgrs,2022nhgrs_qm70,red,frc6895,frc1277,frc4909,64,59,14,10,0,0,32,32,Win
2022nhgrs,2022nhgrs_qm71,blue,frc4925,frc663,frc131,65,24,12,-2,21,6,0,0,Win
2022nhgrs,2022nhgrs_qm71,red,frc6763,frc1247,frc1768,41,-24,14,2,15,-6,0,0,Loss
2022nhgrs,2022nhgrs_qm72,blue,frc88,frc151,frc501,25,-41,10,-8,0,-21,4,4,Loss
2022nhgrs,2022nhgrs_qm72,red,frc8708,frc95,frc8724,66,41,18,8,21,21,0,-4,Win
2022nhgrs,2022nhgrs_qm73,blue,frc1922,frc3566,frc7913,39,-34,12,-8,0,-21,4,4,Loss
2022nhgrs,2022nhgrs_qm73,red,frc7407,frc1307,frc467,73,34,20,8,21,21,0,-4,Win
2022nhgrs,2022nhgrs_qm74,blue,frc6895,frc5491,frc811,26,-15,10,-4,6,6,8,8,Loss
2022nhgrs,2022nhgrs_qm74,red,frc1729,frc8046,frc4909,41,15,14,4,0,-6,0,-8,Win
2022nhgrs,2022nhgrs_qm75,blue,frc6328,frc131,frc1721,68,22,30,20,21,5,0,0,Win
2022nhgrs,2022nhgrs_qm75,red,frc1768,frc1512,frc663,46,-22,10,-20,16,-5,0,0,Loss
2022nhgrs,2022nhgrs_qm76,blue,frc1058,frc4761,frc5902,30,-39,14,-4,6,-21,0,-4,Loss
2022nhgrs,2022nhgrs_qm76,red,frc8013,frc6690,frc95,69,39,18,4,27,21,4,4,Win
2022nhgrs,2022nhgrs_qm77,blue,frc4925,frc88,frc78,42,14,12,2,16,10,0,0,Win
2022nhgrs,2022nhgrs_qm77,red,frc8708,frc1277,frc4987,28,-14,10,-2,6,-10,0,0,Loss
2022nhgrs,2022nhgrs_qm78,blue,frc126,frc1247,frc6762,46,-26,16,6,12,-15,0,-4,Loss
2022nhgrs,2022nhgrs_qm78,red,frc6763,frc3467,frc2262,72,26,10,-6,27,15,4,4,Win
2022nhgrs,2022nhgrs_qm8,blue,frc3566,frc4925,frc6762,7,-26,2,-16,0,-6,4,4,Loss
2022nhgrs,2022nhgrs_qm8,red,frc151,frc131,frc8013,33,26,18,16,6,6,0,-4,Win
2022nhgrs,2022nhgrs_qm9,blue,frc1768,frc4987,frc811,32,-22,10,-4,6,-19,0,0,Loss
2022nhgrs,2022nhgrs_qm9,red,frc6690,frc126,frc7407,54,22,14,4,25,19,0,0,Win
2022nhgrs,2022nhgrs_sf1m1,blue,frc1768,frc8724,frc2262,56,-29,18,-8,6,-9,4,4,Loss
2022nhgrs,2022nhgrs_sf1m1,red,frc6328,frc7407,frc1729,85,29,26,8,15,9,0,-4,Win
2022nhgrs,2022nhgrs_sf1m2,blue,frc1768,frc8724,frc2262,58,-43,20,-10,12,-18,4,-4,Loss
2022nhgrs,2022nhgrs_sf1m2,red,frc6328,frc7407,frc1729,101,43,30,10,30,18,8,4,Win
2022nhgrs,2022nhgrs_sf2m1,blue,frc4909,frc131,frc6690,63,-25,12,-14,10,-21,12,8,Loss
2022nhgrs,2022nhgrs_sf2m1,red,frc3467,frc95,frc151,88,25,26,14,31,21,4,-8,Win
2022nhgrs,2022nhgrs_sf2m2,blue,frc4909,frc131,frc6690,62,-22,20,10,21,-15,4,0,Loss
2022nhgrs,2022nhgrs_sf2m2,red,frc3467,frc95,frc151,84,22,10,-10,36,15,4,0,Win
2022njbri,2022njbri_qm1,blue,frc41,frc7045,frc5992,31,21,8,4,0,-6,0,0,Win
2022njbri,2022njbri_qm1,red,frc303,frc5624,frc1672,10,-21,4,-4,6,6,0,0,Loss
2022njbri,2022njbri_qm10,blue,frc8714,frc7045,frc714,11,-58,6,-16,0,-6,0,-4,Loss
2022njbri,2022njbri_qm10,red,frc3142,frc203,frc1676,69,58,22,16,6,6,4,4,Win
2022njbri,2022njbri_qm11,blue,frc5992,frc8130,frc3637,0,-13,0,-4,0,0,0,0,Loss
2022njbri,2022njbri_qm11,red,frc5490,frc5624,frc1626,13,13,4,4,0,0,0,0,Win
2022njbri,2022njbri_qm12,blue,frc25,frc2600,frc8588,32,15,10,8,10,0,8,8,Win
2022njbri,2022njbri_qm12,red,frc6897,frc56,frc8628,17,-15,2,-8,10,0,0,-8,Loss
2022njbri,2022njbri_qm13,blue,frc1989,frc7587,frc1923,37,-6,4,-8,16,6,0,-8,Loss
2022njbri,2022njbri_qm13,red,frc75,frc303,frc41,43,6,12,8,10,-6,8,8,Win
2022njbri,2022njbri_qm14,blue,frc1676,frc5732,frc8714,40,2,6,-2,6,0,8,8,Win
2022njbri,2022njbri_qm14,red,frc8630,frc1914,frc1811,38,-2,8,2,6,0,0,-8,Loss
2022njbri,2022njbri_qm15,blue,frc1672,frc3314,frc5490,36,28,6,4,12,12,0,-4,Win
2022njbri,2022njbri_qm15,red,frc714,frc4285,frc3637,8,-28,2,-4,0,-12,4,4,Loss
2022njbri,2022njbri_qm16,blue,frc203,frc5624,frc1257,14,-17,6,-6,0,-12,0,0,Loss
2022njbri,2022njbri_qm16,red,frc2577,frc6897,frc25,31,17,12,6,12,12,0,0,Win
2022njbri,2022njbri_qm17,blue,frc5992,frc8588,frc56,27,-11,4,0,6,-6,16,16,Loss
2022njbri,2022njbri_qm17,red,frc1626,frc2600,frc2495,38,11,4,0,12,6,0,-16,Win
2022njbri,2022njbri_qm18,blue,frc8130,frc3515,frc555,4,-42,0,-12,0,-6,4,4,Loss
2022njbri,2022njbri_qm18,red,frc3142,frc8628,frc7045,46,42,12,12,6,6,0,-4,Win
2022njbri,2022njbri_qm19,blue,frc1923,frc1672,frc1811,46,-19,14,4,10,-10,0,0,Loss
2022njbri,2022njbri_qm19,red,frc5490,frc1914,frc41,65,19,10,-4,20,10,0,0,Win
2022njbri,2022njbri_qm2,blue,frc3314,frc1914,frc8628,51,33,6,2,16,16,4,-4,Win
2022njbri,2022njbri_qm2,red,frc75,frc555,frc7587,18,-33,4,-2,0,-16,8,4,Loss
2022njbri,2022njbri_qm20,blue,frc5732,frc6897,frc4285,37,35,10,8,12,12,0,0,Win
2022njbri,2022njbri_qm20,red,frc8714,frc1989,frc5624,2,-35,2,-8,0,-12,0,0,Loss
2022njbri,2022njbri_qm21,blue,frc56,frc2495,frc1257,40,5,12,0,12,6,0,0,Win
2022njbri,2022njbri_qm21,red,frc75,frc203,frc5992,35,-5,12,0,6,-6,0,0,Loss
2022njbri,2022njbri_qm22,blue,frc1626,frc7587,frc8630,35,-1,4,0,0,-10,4,-4,Loss
2022njbri,2022njbri_qm22,red,frc7045,frc25,frc3515,36,1,4,0,10,10,8,4,Win
2022njbri,2022njbri_qm23,blue,frc8628,frc2577,frc1676,23,-7,6,-8,0,-6,0,0,Loss
2022njbri,2022njbri_qm23,red,frc3637,frc3142,frc2600,30,7,14,8,6,6,0,0,Win
2022njbri,2022njbri_qm24,blue,frc714,frc303,frc555,5,-23,2,-4,0,-6,0,-4,Loss
2022njbri,2022njbri_qm24,red,frc8130,frc3314,frc8588,28,23,6,4,6,6,4,4,Win
2022njbri,2022njbri_qm25,blue,frc2495,frc75,frc5624,14,-11,8,2,0,0,0,0,Loss
2022njbri,2022njbri_qm25,red,frc5490,frc1811,frc8714,25,11,6,-2,0,0,0,0,Win
2022njbri,2022njbri_qm26,blue,frc7045,frc203,frc1672,44,24,10,6,6,0,4,4,Win
2022njbri,2022njbri_qm26,red,frc3515,frc1257,frc6897,20,-24,4,-6,6,0,0,-4,Loss
2022njbri,2022njbri_qm27,blue,frc41,frc56,frc1676,49,-14,8,-4,16,2,0,0,Loss
2022njbri,2022njbri_qm27,red,frc5732,frc1626,frc1914,63,14,12,4,14,-2,0,0,Win
2022njbri,2022njbri_qm28,blue,frc8628,frc8130,frc303,10,-4,10,8,0,-6,0,0,Loss
2022njbri,2022njbri_qm28,red,frc8588,frc2577,frc8630,14,4,2,-8,6,6,0,0,Win
2022njbri,2022njbri_qm29,blue,frc25,frc1989,frc3142,45,15,12,2,6,6,8,8,Win
2022njbri,2022njbri_qm29,red,frc3314,frc3637,frc1923,30,-15,10,-2,0,-6,0,-8,Loss
2022njbri,2022njbri_qm3,blue,frc8630,frc1676,frc3637,32,12,2,0,15,9,8,8,Win
2022njbri,2022njbri_qm3,red,frc2495,frc5490,frc2577,20,-12,2,0,6,-9,0,-8,Loss
2022njbri,2022njbri_qm30,blue,frc2600,frc4285,frc555,27,15,4,2,16,10,0,-4,Win
2022njbri,2022njbri_qm30,red,frc7587,frc5992,frc714,12,-15,2,-2,6,-10,4,4,Loss
2022njbri,2022njbri_qm31,blue,frc3515,frc5624,frc5732,23,-32,6,-4,6,0,0,-4,Loss
2022njbri,2022njbri_qm31,red,frc56,frc1672,frc1626,55,32,10,4,6,0,4,4,Win
2022njbri,2022njbri_qm32,blue,frc1914,frc75,frc8588,27,-15,4,-6,0,-6,0,0,Loss
2022njbri,2022njbri_qm32,red,frc1676,frc1257,frc8130,42,15,10,6,6,6,0,0,Win
2022njbri,2022njbri_qm33,blue,frc3142,frc2577,frc3314,55,-4,14,2,16,-4,0,0,Loss
2022njbri,2022njbri_qm33,red,frc6897,frc41,frc1811,59,4,12,-2,20,4,0,0,Win
2022njbri,2022njbri_qm34,blue,frc555,frc7045,frc5490,39,1,10,-2,12,2,0,0,Win
2022njbri,2022njbri_qm34,red,frc1923,frc714,frc2600,38,-1,12,2,10,-2,0,0,Loss
2022njbri,2022njbri_qm35,blue,frc5992,frc303,frc25,18,8,4,2,6,0,4,4,Win
2022njbri,2022njbri_qm35,red,frc2495,frc3637,frc1989,10,-8,2,-2,6,0,0,-4,Loss
2022njbri,2022njbri_qm36,blue,frc4285,frc8628,frc7587,26,16,8,4,6,6,0,0,Win
2022njbri,2022njbri_qm36,red,frc8630,frc8714,frc203,10,-16,4,-4,0,-6,0,0,Loss
2022njbri,2022njbri_qm37,blue,frc2577,frc8130,frc1914,38,13,8,2,16,6,4,-4,Win
