Event ID,Match ID,Alliance Color,Team 1,Team 2,Team 3,Overall Score,Overall Difference,Auto Score,Auto Difference,Hangar Score,Hangar Difference,Penalty Score,Penalty Difference,Result
2022miket,2022miket_qm30,blue,frc27,frc5561,frc1506,70,52,14,10,16,4,0,0,Win
2022miket,2022miket_qm30,red,frc5067,frc8385,frc8767,18,-52,4,-10,12,-4,0,0,Loss
2022miket,2022miket_qm31,blue,frc494,frc815,frc5460,94,44,24,12,25,10,4,0,Win
2022miket,2022miket_qm31,red,frc5084,frc5538,frc3542,50,-44,12,-12,15,-10,4,0,Loss
2022miket,2022miket_qm32,blue,frc5166,frc7202,frc6067,38,25,14,4,12,12,4,4,Win
2022miket,2022miket_qm32,red,frc8774,frc7784,frc5260,13,-25,10,-4,0,-12,0,-4,Loss
2022miket,2022miket_qm33,blue,frc7192,frc4994,frc5114,56,15,16,6,21,9,4,4,Win
2022miket,2022miket_qm33,red,frc4377,frc3568,frc6610,41,-15,10,-6,12,-9,0,-4,Loss
2022miket,2022miket_qm34,blue,frc2145,frc5247,frc6548,18,5,6,4,12,12,0,-4,Win
2022miket,2022miket_qm34,red,frc5697,frc1322,frc5641,13,-5,2,-4,0,-12,4,4,Loss
2022miket,2022miket_qm35,blue,frc8385,frc5234,frc3322,34,13,6,0,6,6,0,0,Win
2022miket,2022miket_qm35,red,frc6091,frc4998,frc8193,21,-13,6,0,0,-6,0,0,Loss
2022miket,2022miket_qm36,blue,frc6610,frc3542,frc7192,29,-38,12,-10,6,-10,0,0,Loss
2022miket,2022miket_qm36,red,frc5538,frc27,frc5166,67,38,22,10,16,10,0,0,Win
2022miket,2022miket_qm37,blue,frc5067,frc3568,frc5084,47,27,12,8,21,15,0,-4,Win
2022miket,2022miket_qm37,red,frc5247,frc5697,frc5561,20,-27,4,-8,6,-15,4,4,Loss
2022miket,2022miket_qm38,blue,frc4998,frc815,frc6067,25,-5,8,0,6,-9,0,0,Loss
2022miket,2022miket_qm38,red,frc4994,frc5234,frc6091,30,5,8,0,15,9,0,0,Win
2022miket,2022miket_qm39,blue,frc7784,frc1506,frc2145,41,5,10,6,16,4,0,0,Win
2022miket,2022miket_qm39,red,frc3322,frc4377,frc8767,36,-5,4,-6,12,-4,0,0,Loss
2022miket,2022miket_qm4,blue,frc8767,frc5114,frc6548,34,-9,20,8,6,-15,0,-4,Loss
2022miket,2022miket_qm4,red,frc7202,frc4998,frc3322,43,9,12,-8,21,15,4,4,Win
2022miket,2022miket_qm40,blue,frc6548,frc8385,frc5641,40,-33,8,-24,12,-9,4,4,Loss
2022miket,2022miket_qm40,red,frc5114,frc5460,frc8774,73,33,32,24,21,9,0,-4,Win
2022miket,2022miket_qm41,blue,frc5260,frc8193,frc1322,32,-16,6,-6,12,12,4,4,Loss
2022miket,2022miket_qm41,red,frc494,frc7202,frc5538,48,16,12,6,0,-12,0,-4,Win
2022miket,2022miket_qm42,blue,frc3542,frc4994,frc27,95,62,22,16,30,18,0,0,Win
2022miket,2022miket_qm42,red,frc4377,frc7784,frc815,33,-62,6,-16,12,-18,0,0,Loss
2022miket,2022miket_qm43,blue,frc5114,frc6610,frc1506,42,-26,24,-4,0,-10,0,0,Loss
2022miket,2022miket_qm43,red,frc5460,frc5234,frc5641,68,26,28,4,10,10,0,0,Win
2022miket,2022miket_qm44,blue,frc8385,frc8193,frc5561,31,5,8,2,10,-2,4,4,Win
2022miket,2022miket_qm44,red,frc7202,frc6548,frc1322,26,-5,6,-2,12,2,0,-4,Loss
2022miket,2022miket_qm45,blue,frc5697,frc5166,frc8767,32,-20,6,-6,12,-9,0,0,Loss
2022miket,2022miket_qm45,red,frc2145,frc6067,frc494,52,20,12,6,21,9,0,0,Win
2022miket,2022miket_qm46,blue,frc6091,frc3322,frc8774,36,3,14,4,6,0,4,-4,Win
2022miket,2022miket_qm46,red,frc5247,frc5260,frc5067,33,-3,10,-4,6,0,8,4,Loss
2022miket,2022miket_qm47,blue,frc3568,frc7192,frc7784,38,-2,10,-2,16,1,0,0,Loss
2022miket,2022miket_qm47,red,frc4998,frc5084,frc1322,40,2,12,2,15,-1,0,0,Win
2022miket,2022miket_qm48,blue,frc27,frc4377,frc6067,78,18,22,6,21,11,8,8,Win
2022miket,2022miket_qm48,red,frc8385,frc5166,frc5460,60,-18,16,-6,10,-11,0,-8,Loss
2022miket,2022miket_qm49,blue,frc6548,frc3322,frc8193,43,16,14,12,10,-11,0,-4,Win
2022miket,2022miket_qm49,red,frc4994,frc8767,frc2145,27,-16,2,-12,21,11,4,4,Loss
2022miket,2022miket_qm5,blue,frc8774,frc2145,frc5084,41,10,6,-2,21,6,0,0,Win
2022miket,2022miket_qm5,red,frc815,frc8385,frc4994,31,-10,8,2,15,-6,0,0,Loss
2022miket,2022miket_qm50,blue,frc5260,frc6610,frc6091,31,10,10,4,12,6,0,0,Win
2022miket,2022miket_qm50,red,frc815,frc3568,frc5697,21,-10,6,-4,6,-6,0,0,Loss
2022miket,2022miket_qm51,blue,frc5084,frc494,frc5247,72,25,18,-6,36,36,4,0,Win
2022miket,2022miket_qm51,red,frc5114,frc3542,frc4998,47,-25,24,6,0,-36,4,0,Loss
2022miket,2022miket_qm52,blue,frc7202,frc5641,frc7192,37,11,6,-2,21,15,8,8,Win
2022miket,2022miket_qm52,red,frc5561,frc5234,frc5538,26,-11,8,2,6,-15,0,-8,Loss
2022miket,2022miket_qm53,blue,frc8774,frc6548,frc815,40,-21,12,-12,6,6,12,0,Loss
2022miket,2022miket_qm53,red,frc5067,frc1506,frc5166,61,21,24,12,0,-6,12,0,Win
2022miket,2022miket_qm54,blue,frc5247,frc5114,frc3322,77,21,20,6,25,4,4,4,Win
2022miket,2022miket_qm54,red,frc494,frc5697,frc4377,56,-21,14,-6,21,-4,0,-4,Loss
2022miket,2022miket_qm55,blue,frc5260,frc5460,frc4998,70,0,18,-6,16,-9,4,4,Tie
2022miket,2022miket_qm55,red,frc7192,frc2145,frc27,70,0,24,6,25,9,0,-4,Tie
2022miket,2022miket_qm56,blue,frc7784,frc8767,frc5538,12,-12,6,-4,6,0,0,0,Loss
2022miket,2022miket_qm56,red,frc5234,frc8774,frc3568,24,12,10,4,6,0,0,0,Win
2022miket,2022miket_qm57,blue,frc1506,frc1322,frc4994,65,19,10,2,21,-9,0,0,Win
2022miket,2022miket_qm57,red,frc5561,frc6091,frc7202,46,-19,8,-2,30,9,0,0,Loss
2022miket,2022miket_qm58,blue,frc5067,frc5641,frc6610,26,-23,12,-2,0,-21,0,0,Loss
2022miket,2022miket_qm58,red,frc6067,frc5084,frc8385,49,23,14,2,21,21,0,0,Win
2022miket,2022miket_qm59,blue,frc3542,frc5260,frc815,29,-17,10,-14,6,-4,0,0,Loss
2022miket,2022miket_qm59,red,frc8193,frc5114,frc5697,46,17,24,14,10,4,0,0,Win
2022miket,2022miket_qm6,blue,frc5641,frc7784,frc494,51,19,10,2,15,-5,0,0,Win
2022miket,2022miket_qm6,red,frc5260,frc7192,frc5561,32,-19,8,-2,20,5,0,0,Loss
2022miket,2022miket_qm60,blue,frc5166,frc7784,frc5561,26,-57,6,-10,16,6,0,-4,Loss
2022miket,2022miket_qm60,red,frc3568,frc3322,frc1506,83,57,16,10,10,-6,4,4,Win
2022miket,2022miket_qm61,blue,frc7192,frc5067,frc4998,16,-33,8,-10,0,-12,0,0,Loss
2022miket,2022miket_qm61,red,frc6610,frc27,frc8385,49,33,18,10,12,12,0,0,Win
2022miket,2022miket_qm62,blue,frc8767,frc6091,frc5084,46,-3,10,-18,21,9,0,0,Loss
2022miket,2022miket_qm62,red,frc1322,frc5460,frc2145,49,3,28,18,12,-9,0,0,Win
2022miket,2022miket_qm63,blue,frc5538,frc6067,frc5247,22,-36,2,-14,12,-9,4,4,Loss
2022miket,2022miket_qm63,red,frc4994,frc494,frc6548,58,36,16,14,21,9,0,-4,Win
2022miket,2022miket_qm64,blue,frc8193,frc4377,frc7202,31,4,10,0,15,15,0,0,Win
2022miket,2022miket_qm64,red,frc8774,frc3542,frc5641,27,-4,10,0,0,-15,0,0,Loss
2022miket,2022miket_qm65,blue,frc5234,frc5166,frc5114,63,47,16,6,21,21,4,4,Win
2022miket,2022miket_qm65,red,frc6091,frc5067,frc7784,16,-47,10,-6,0,-21,0,-4,Loss
2022miket,2022miket_qm66,blue,frc3568,frc1322,frc8385,35,-43,8,-20,25,9,0,0,Loss
2022miket,2022miket_qm66,red,frc3322,frc6067,frc5460,78,43,28,20,16,-9,0,0,Win
2022miket,2022miket_qm67,blue,frc27,frc5247,frc4998,45,31,18,12,10,10,0,0,Win
2022miket,2022miket_qm67,red,frc8193,frc5641,frc815,14,-31,6,-12,0,-10,0,0,Loss
2022miket,2022miket_qm68,blue,frc5697,frc4994,frc5538,19,-9,4,-4,15,3,0,-4,Loss
2022miket,2022miket_qm68,red,frc8767,frc8774,frc7192,28,9,8,4,12,-3,4,4,Win
2022miket,2022miket_qm69,blue,frc3542,frc494,frc1506,98,53,30,22,21,-10,0,0,Win
2022miket,2022miket_qm69,red,frc2145,frc6610,frc7202,45,-53,8,-22,31,10,0,0,Loss
2022miket,2022miket_qm7,blue,frc5460,frc6091,frc27,104,77,20,14,21,0,20,20,Win
2022miket,2022miket_qm7,red,frc5247,frc8767,frc7202,27,-77,6,-14,21,0,0,-20,Loss
2022miket,2022miket_qm70,blue,frc5234,frc4377,frc5260,37,-17,10,-4,12,-3,0,0,Loss
2022miket,2022miket_qm70,red,frc6548,frc5561,frc5084,54,17,14,4,15,3,0,0,Win
2022miket,2022miket_qm8,blue,frc5166,frc6548,frc4377,28,8,14,6,6,-4,0,0,Win
2022miket,2022miket_qm8,red,frc1322,frc5538,frc5067,20,-8,8,-6,10,4,0,0,Loss
2022miket,2022miket_qm9,blue,frc7192,frc8385,frc5697,10,-23,4,-2,0,-6,4,0,Loss
2022miket,2022miket_qm9,red,frc7784,frc3322,frc3542,33,23,6,2,6,6,4,0,Win
2022miket,2022miket_sf1m1,blue,frc5166,frc5114,frc1322,47,-70,20,-8,6,-15,8,8,Loss
2022miket,2022miket_sf1m1,red,frc5460,frc27,frc5538,117,70,28,8,21,15,0,-8,Win
2022miket,2022miket_sf1m2,blue,frc5166,frc5114,frc1322,61,-57,26,0,25,-11,4,4,Loss
2022miket,2022miket_sf1m2,red,frc5460,frc27,frc5538,118,57,26,0,36,11,0,-4,Win
2022miket,2022miket_sf2m1,blue,frc1506,frc3322,frc5247,58,-23,12,-8,20,-10,0,-4,Loss
2022miket,2022miket_sf2m1,red,frc5084,frc494,frc6610,81,23,20,8,30,10,4,4,Win
2022miket,2022miket_sf2m2,blue,frc1506,frc3322,frc5247,74,-10,16,-4,16,-13,8,8,Loss
2022miket,2022miket_sf2m2,red,frc5084,frc494,frc6610,84,10,20,4,29,13,0,-8,Win
2022mndu,2022mndu_f1m1,blue,frc876,frc4607,frc2239,49,-36,10,-8,15,-16,0,0,Loss
2022mndu,2022mndu_f1m1,red,frc2052,frc1732,frc2531,85,36,18,8,31,16,0,0,Win
2022mndu,2022mndu_f1m2,blue,frc876,frc4607,frc2239,65,-34,14,-16,21,-6,0,-8,Loss
2022mndu,2022mndu_f1m2,red,frc2052,frc1732,frc2531,99,34,30,16,27,6,8,8,Win
2022mndu,2022mndu_qf1m1,blue,frc3276,frc3134,frc93,64,-41,16,-10,30,3,8,4,Loss
2022mndu,2022mndu_qf1m1,red,frc2052,frc1732,frc2531,105,41,26,10,27,-3,4,-4,Win
2022mndu,2022mndu_qf1m2,blue,frc3276,frc3134,frc93,67,-58,12,-16,21,-10,8,8,Loss
2022mndu,2022mndu_qf1m2,red,frc2052,frc1732,frc2531,125,58,28,16,31,10,0,-8,Win
2022mndu,2022mndu_qf2m1,blue,frc5847,frc5690,frc3197,72,13,14,-6,31,6,4,4,Win
2022mndu,2022mndu_qf2m1,red,frc4009,frc2503,frc2526,59,-13,20,6,25,-6,0,-4,Loss
2022mndu,2022mndu_qf2m2,blue,frc5847,frc5690,frc3197,76,40,16,4,26,16,0,0,Win
2022mndu,2022mndu_qf2m2,red,frc4009,frc2503,frc2526,36,-40,12,-4,10,-16,0,0,Loss
2022mndu,2022mndu_qf3m1,blue,frc2264,frc3294,frc1675,60,-30,16,0,15,-25,8,8,Loss
2022mndu,2022mndu_qf3m1,red,frc876,frc4607,frc2239,90,30,16,0,40,25,0,-8,Win
2022mndu,2022mndu_qf3m2,blue,frc2264,frc3294,frc1675,65,-9,18,4,25,-5,4,4,Loss
2022mndu,2022mndu_qf3m2,red,frc876,frc4607,frc2239,74,9,14,-4,30,5,0,-4,Win
2022mndu,2022mndu_qf4m1,blue,frc2861,frc5653,frc5464,54,-16,12,-2,31,-5,4,4,Loss
2022mndu,2022mndu_qf4m1,red,frc4728,frc167,frc5348,70,16,14,2,36,5,0,-4,Win
2022mndu,2022mndu_qf4m2,blue,frc2861,frc5653,frc5464,46,4,14,4,29,13,0,0,Win
2022mndu,2022mndu_qf4m2,red,frc4728,frc167,frc5348,42,-4,10,-4,16,-13,0,0,Loss
2022mndu,2022mndu_qf4m3,blue,frc2861,frc5653,frc5464,38,-22,14,-4,20,0,0,-4,Loss
2022mndu,2022mndu_qf4m3,red,frc4728,frc167,frc5348,60,22,18,4,20,0,4,4,Win
2022mndu,2022mndu_qm1,blue,frc2052,frc4656,frc6574,49,13,16,6,6,-13,0,0,Win
2022mndu,2022mndu_qm1,red,frc4741,frc5464,frc3294,36,-13,10,-6,19,13,0,0,Loss
2022mndu,2022mndu_qm10,blue,frc4674,frc3294,frc3740,57,28,8,4,27,11,0,0,Win
2022mndu,2022mndu_qm10,red,frc7048,frc6146,frc3122,29,-28,4,-4,16,-11,0,0,Loss
2022mndu,2022mndu_qm11,blue,frc6574,frc3275,frc6160,42,13,8,4,21,2,0,-4,Win
2022mndu,2022mndu_qm11,red,frc5653,frc2861,frc5253,29,-13,4,-4,19,-2,4,4,Loss
2022mndu,2022mndu_qm12,blue,frc5348,frc2501,frc7311,37,13,6,0,15,3,8,4,Win
2022mndu,2022mndu_qm12,red,frc4656,frc6217,frc3102,24,-13,6,0,12,-3,4,-4,Loss
2022mndu,2022mndu_qm13,blue,frc2503,frc5690,frc5464,69,14,20,4,25,9,4,4,Win
2022mndu,2022mndu_qm13,red,frc167,frc4009,frc4230,55,-14,16,-4,16,-9,0,-4,Loss
2022mndu,2022mndu_qm14,blue,frc2506,frc2264,frc3276,38,32,14,8,10,10,0,0,Win
2022mndu,2022mndu_qm14,red,frc5125,frc7893,frc2239,6,-32,6,-8,0,-10,0,0,Loss
2022mndu,2022mndu_qm15,blue,frc4728,frc6047,frc5143,38,-31,6,-4,21,-6,0,-8,Loss
2022mndu,2022mndu_qm15,red,frc2227,frc5847,frc3197,69,31,10,4,27,6,8,8,Win
2022mndu,2022mndu_qm16,blue,frc876,frc4238,frc6146,42,26,12,4,16,16,0,0,Win
2022mndu,2022mndu_qm16,red,frc2526,frc6318,frc3291,16,-26,8,-4,0,-16,0,0,Loss
2022mndu,2022mndu_qm17,blue,frc2531,frc3740,frc7068,64,-5,14,-6,27,7,4,4,Loss
2022mndu,2022mndu_qm17,red,frc5826,frc7797,frc1732,69,5,20,6,20,-7,0,-4,Win
2022mndu,2022mndu_qm18,blue,frc7048,frc4511,frc3134,18,-20,6,-6,10,4,0,-8,Loss
2022mndu,2022mndu_qm18,red,frc4181,frc3058,frc1675,38,20,12,6,6,-4,8,8,Win
2022mndu,2022mndu_qm19,blue,frc2977,frc4741,frc93,22,-13,4,-8,6,-15,0,0,Loss
2022mndu,2022mndu_qm19,red,frc8836,frc2175,frc4607,35,13,12,8,21,15,0,0,Win
2022mndu,2022mndu_qm2,blue,frc876,frc3122,frc2861,36,3,2,-8,30,18,4,4,Win
2022mndu,2022mndu_qm2,red,frc5690,frc5348,frc2239,33,-3,10,8,12,-18,0,-4,Loss
2022mndu,2022mndu_qm20,blue,frc2052,frc4009,frc5690,81,52,14,6,20,8,4,4,Win
2022mndu,2022mndu_qm20,red,frc3102,frc2264,frc4674,29,-52,8,-6,12,-8,0,-4,Loss
2022mndu,2022mndu_qm21,blue,frc4230,frc7893,frc5348,40,-13,12,0,10,-10,0,-4,Loss
2022mndu,2022mndu_qm21,red,frc5143,frc3197,frc3294,53,13,12,0,20,10,4,4,Win
2022mndu,2022mndu_qm22,blue,frc4728,frc6160,frc7311,56,5,8,-10,21,6,4,4,Win
2022mndu,2022mndu_qm22,red,frc876,frc3291,frc3276,51,-5,18,10,15,-6,0,-4,Loss
2022mndu,2022mndu_qm23,blue,frc6146,frc2506,frc2227,48,-17,18,0,10,-15,4,4,Loss
2022mndu,2022mndu_qm23,red,frc4656,frc5253,frc1732,65,17,18,0,25,15,0,-4,Win
2022mndu,2022mndu_qm24,blue,frc167,frc5125,frc5653,47,13,10,2,21,-1,0,0,Win
2022mndu,2022mndu_qm24,red,frc6318,frc2531,frc4511,34,-13,8,-2,22,1,0,0,Loss
2022mndu,2022mndu_qm25,blue,frc4181,frc6574,frc4607,44,6,12,-2,15,1,0,0,Win
2022mndu,2022mndu_qm25,red,frc7068,frc3058,frc2501,38,-6,14,2,14,-1,0,0,Loss
2022mndu,2022mndu_qm26,blue,frc4674,frc2861,frc5847,38,-6,6,-2,30,18,0,0,Loss
2022mndu,2022mndu_qm26,red,frc5826,frc93,frc8836,44,6,8,2,12,-18,0,0,Win
2022mndu,2022mndu_qm27,blue,frc5464,frc3122,frc6217,33,-6,14,6,10,-11,4,0,Loss
2022mndu,2022mndu_qm27,red,frc2977,frc3134,frc4238,39,6,8,-6,21,11,4,0,Win
2022mndu,2022mndu_qm28,blue,frc2052,frc2526,frc2175,61,7,26,22,6,-21,4,-4,Win
2022mndu,2022mndu_qm28,red,frc7797,frc7048,frc1675,54,-7,4,-22,27,21,8,4,Loss
2022mndu,2022mndu_qm29,blue,frc3740,frc2239,frc4741,46,13,6,-6,20,4,0,0,Win
2022mndu,2022mndu_qm29,red,frc3275,frc2503,frc6047,33,-13,12,6,16,-4,0,0,Loss
2022mndu,2022mndu_qm3,blue,frc7893,frc6217,frc4009,32,3,18,10,0,-15,4,4,Win
2022mndu,2022mndu_qm3,red,frc2531,frc2175,frc3058,29,-3,8,-10,15,15,0,-4,Loss
2022mndu,2022mndu_qm30,blue,frc2531,frc5348,frc3294,44,14,16,12,6,-10,0,0,Win
2022mndu,2022mndu_qm30,red,frc5253,frc3276,frc6318,30,-14,4,-12,16,10,0,0,Loss
2022mndu,2022mndu_qm31,blue,frc6146,frc1732,frc3058,59,-18,16,-8,16,0,0,-4,Loss
2022mndu,2022mndu_qm31,red,frc3102,frc5690,frc5653,77,18,24,8,16,0,4,4,Win
2022mndu,2022mndu_qm32,blue,frc3291,frc2506,frc2861,25,-38,4,-2,15,-10,4,4,Loss
2022mndu,2022mndu_qm32,red,frc7068,frc167,frc2227,63,38,6,2,25,10,0,-4,Win
2022mndu,2022mndu_qm33,blue,frc2264,frc8836,frc4511,32,4,10,-4,15,9,0,0,Win
2022mndu,2022mndu_qm33,red,frc6217,frc6574,frc4230,28,-4,14,4,6,-9,0,0,Loss
2022mndu,2022mndu_qm34,blue,frc1675,frc2175,frc876,45,-5,6,-10,27,6,0,-4,Loss
2022mndu,2022mndu_qm34,red,frc3122,frc4607,frc5143,50,5,16,10,21,-6,4,4,Win
2022mndu,2022mndu_qm35,blue,frc4656,frc2977,frc6047,12,-21,10,6,0,-21,0,-8,Loss
2022mndu,2022mndu_qm35,red,frc7893,frc4181,frc4674,33,21,4,-6,21,21,8,8,Win
2022mndu,2022mndu_qm36,blue,frc5826,frc2052,frc4238,67,-17,20,-4,16,-11,4,0,Loss
2022mndu,2022mndu_qm36,red,frc2503,frc4728,frc3197,84,17,24,4,27,11,4,0,Win
2022mndu,2022mndu_qm37,blue,frc5125,frc4741,frc6160,19,-42,8,-4,0,-20,4,-4,Loss
2022mndu,2022mndu_qm37,red,frc4009,frc3740,frc3134,61,42,12,4,20,20,8,4,Win
2022mndu,2022mndu_qm38,blue,frc7797,frc2239,frc5464,32,-27,10,2,16,-5,0,-8,Loss
2022mndu,2022mndu_qm38,red,frc93,frc7048,frc5847,59,27,8,-2,21,5,8,8,Win
2022mndu,2022mndu_qm39,blue,frc5690,frc3275,frc2501,56,27,20,10,16,1,0,0,Win
2022mndu,2022mndu_qm39,red,frc7311,frc2526,frc2531,29,-27,10,-10,15,-1,0,0,Loss
2022mndu,2022mndu_qm4,blue,frc5653,frc3134,frc2503,48,15,12,4,21,6,0,0,Win
2022mndu,2022mndu_qm4,red,frc5847,frc5253,frc2501,33,-15,8,-4,15,-6,0,0,Loss
2022mndu,2022mndu_qm40,blue,frc5143,frc876,frc6217,49,-37,10,-18,21,-4,0,0,Loss
2022mndu,2022mndu_qm40,red,frc6574,frc1732,frc167,86,37,28,18,25,4,0,0,Win
2022mndu,2022mndu_qm41,blue,frc2175,frc6047,frc3102,22,-42,10,-10,6,-21,0,0,Loss
2022mndu,2022mndu_qm41,red,frc3294,frc5653,frc2264,64,42,20,10,27,21,0,0,Win
2022mndu,2022mndu_qm42,blue,frc4238,frc8836,frc4728,39,-9,6,-8,6,-6,12,12,Loss
2022mndu,2022mndu_qm42,red,frc2506,frc7068,frc5348,48,9,14,8,12,6,0,-12,Win
2022mndu,2022mndu_qm43,blue,frc3291,frc2227,frc2503,50,7,10,0,21,-4,4,4,Win
2022mndu,2022mndu_qm43,red,frc4607,frc4674,frc3134,43,-7,10,0,25,4,0,-4,Loss
2022mndu,2022mndu_qm44,blue,frc3197,frc4511,frc7797,30,-7,8,2,16,-5,0,0,Loss
2022mndu,2022mndu_qm44,red,frc3122,frc6160,frc4656,37,7,6,-2,21,5,0,0,Win
2022mndu,2022mndu_qm45,blue,frc3058,frc4230,frc93,46,-14,8,-10,16,-11,0,0,Loss
2022mndu,2022mndu_qm45,red,frc2526,frc5847,frc3740,60,14,18,10,27,11,0,0,Win
2022mndu,2022mndu_qm46,blue,frc5464,frc7048,frc3275,37,5,8,-2,21,1,0,0,Win
2022mndu,2022mndu_qm46,red,frc6146,frc5826,frc7893,32,-5,10,2,20,-1,0,0,Loss
2022mndu,2022mndu_qm47,blue,frc4009,frc6318,frc4181,45,-1,10,4,16,-14,0,0,Loss
2022mndu,2022mndu_qm47,red,frc2861,frc7311,frc2239,46,1,6,-4,30,14,0,0,Win
2022mndu,2022mndu_qm48,blue,frc2977,frc5253,frc2052,63,-1,26,14,25,4,0,-8,Loss
2022mndu,2022mndu_qm48,red,frc3276,frc2501,frc5125,64,1,12,-14,21,-4,8,8,Win
2022mndu,2022mndu_qm49,blue,frc7068,frc4741,frc5653,36,-19,10,0,6,-15,0,-4,Loss
2022mndu,2022mndu_qm49,red,frc1675,frc4674,frc5348,55,19,10,0,21,15,4,4,Win
2022mndu,2022mndu_qm5,blue,frc3275,frc3102,frc2977,21,-12,10,-4,6,2,0,0,Loss
2022mndu,2022mndu_qm5,red,frc6160,frc7068,frc7797,33,12,14,4,4,-2,0,0,Win
2022mndu,2022mndu_qm50,blue,frc2175,frc4238,frc4656,28,-13,6,-8,21,1,0,0,Loss
2022mndu,2022mndu_qm50,red,frc167,frc3134,frc8836,41,13,14,8,20,-1,0,0,Win
2022mndu,2022mndu_qm51,blue,frc93,frc3102,frc2531,65,10,16,2,15,0,8,0,Win
2022mndu,2022mndu_qm51,red,frc3122,frc3291,frc4728,55,-10,14,-2,15,0,8,0,Loss
2022mndu,2022mndu_qm52,blue,frc5690,frc7797,frc4230,36,-11,16,-2,0,-15,4,-4,Loss
2022mndu,2022mndu_qm52,red,frc6047,frc6217,frc4607,47,11,18,2,15,15,8,4,Win
2022mndu,2022mndu_qm53,blue,frc2506,frc4181,frc7048,49,-31,8,-4,36,0,0,-4,Loss
2022mndu,2022mndu_qm53,red,frc2264,frc876,frc3275,80,31,12,4,36,0,4,4,Win
2022mndu,2022mndu_qm54,blue,frc7893,frc5143,frc5253,20,-45,12,-10,0,-16,4,4,Loss
2022mndu,2022mndu_qm54,red,frc7311,frc3740,frc2052,65,45,22,10,16,16,0,-4,Win
2022mndu,2022mndu_qm55,blue,frc2239,frc2227,frc5826,39,-10,8,-6,10,-12,4,4,Loss
2022mndu,2022mndu_qm55,red,frc2501,frc6160,frc1675,49,10,14,6,22,12,0,-4,Win
2022mndu,2022mndu_qm56,blue,frc1732,frc2977,frc6318,65,8,22,14,16,-11,0,-12,Win
2022mndu,2022mndu_qm56,red,frc4511,frc2503,frc4741,57,-8,8,-14,27,11,12,12,Loss
2022mndu,2022mndu_qm57,blue,frc3197,frc3276,frc4009,73,32,12,4,25,10,0,-4,Win
2022mndu,2022mndu_qm57,red,frc5847,frc6574,frc6146,41,-32,8,-4,15,-10,4,4,Loss
2022mndu,2022mndu_qm58,blue,frc2526,frc3294,frc3058,53,13,8,-2,16,-5,8,4,Win
2022mndu,2022mndu_qm58,red,frc2861,frc5464,frc5125,40,-13,10,2,21,5,4,-4,Loss
2022mndu,2022mndu_qm59,blue,frc4674,frc5653,frc876,74,42,10,0,36,24,0,0,Win
2022mndu,2022mndu_qm59,red,frc4238,frc7797,frc6217,32,-42,10,0,12,-24,0,0,Loss
2022mndu,2022mndu_qm6,blue,frc4511,frc5826,frc167,33,-9,8,0,12,2,0,-8,Loss
2022mndu,2022mndu_qm6,red,frc3276,frc6047,frc7311,42,9,8,0,10,-2,8,8,Win
2022mndu,2022mndu_qm60,blue,frc7311,frc4656,frc7068,49,-28,10,-16,21,5,4,4,Loss
2022mndu,2022mndu_qm60,red,frc4230,frc2052,frc7048,77,28,26,16,16,-5,0,-4,Win
2022mndu,2022mndu_qm61,blue,frc3134,frc2531,frc6160,51,23,14,6,31,21,0,0,Win
2022mndu,2022mndu_qm61,red,frc6047,frc8836,frc2506,28,-23,8,-6,10,-21,0,0,Loss
2022mndu,2022mndu_qm62,blue,frc2175,frc3122,frc4741,24,-12,6,-6,12,-7,0,0,Loss
2022mndu,2022mndu_qm62,red,frc5253,frc5826,frc4181,36,12,12,6,19,7,0,0,Win
2022mndu,2022mndu_qm63,blue,frc1675,frc167,frc5847,86,38,24,18,36,20,4,0,Win
2022mndu,2022mndu_qm63,red,frc5348,frc6146,frc2977,48,-38,6,-18,16,-20,4,0,Loss
2022mndu,2022mndu_qm64,blue,frc2503,frc7893,frc6574,42,-15,8,-6,16,16,8,0,Loss
2022mndu,2022mndu_qm64,red,frc93,frc5125,frc5690,57,15,14,6,0,-16,8,0,Win
2022mndu,2022mndu_qm65,blue,frc2501,frc5464,frc1732,68,-4,24,14,16,-9,0,-4,Loss
2022mndu,2022mndu_qm65,red,frc2264,frc4728,frc2861,72,4,10,-14,25,9,4,4,Win
2022mndu,2022mndu_qm66,blue,frc3291,frc5143,frc4009,49,-3,20,10,10,-6,0,-4,Loss
2022mndu,2022mndu_qm66,red,frc3294,frc3275,frc4511,52,3,10,-10,16,6,4,4,Win
2022mndu,2022mndu_qm67,blue,frc2239,frc4607,frc2526,55,18,10,-4,36,26,4,4,Win
2022mndu,2022mndu_qm67,red,frc3102,frc3197,frc3740,37,-18,14,4,10,-26,0,-4,Loss
2022mndu,2022mndu_qm68,blue,frc6318,frc2227,frc6047,43,-3,10,-2,12,-4,4,4,Loss
2022mndu,2022mndu_qm68,red,frc3276,frc3058,frc3122,46,3,12,2,16,4,0,-4,Win
2022mndu,2022mndu_qm69,blue,frc5653,frc2531,frc5826,48,-14,8,-6,27,6,0,0,Loss
2022mndu,2022mndu_qm69,red,frc4230,frc2977,frc876,62,14,14,6,21,-6,0,0,Win
2022mndu,2022mndu_qm7,blue,frc6318,frc4230,frc5125,19,-20,0,-22,6,6,4,4,Loss
2022mndu,2022mndu_qm7,red,frc2227,frc1675,frc4728,39,20,22,22,0,-6,0,-4,Win
